Date,Total_Delay_Min,Delay_Count,Total_Precip_mm,Mean_Temp_C,Snow_On_Grnd_cm,DayOfWeek
2023-09-11,46,19,0.0,20.5,0.0,Monday
2023-09-12,52,24,4.5,19.6,0.0,Tuesday
2023-09-13,101,56,0.0,15.9,0.0,Wednesday
2023-09-14,62,21,0.0,15.6,0.0,Thursday
2023-09-15,95,36,0.0,16.1,0.0,Friday
2023-09-16,180,47,0.0,17.7,0.0,Saturday
2023-09-17,108,33,0.9,19.2,0.0,Sunday
2023-09-18,87,34,0.0,18.0,0.0,Monday
2023-09-19,90,40,0.0,16.3,0.0,Tuesday
2023-09-20,55,36,0.0,14.5,0.0,Wednesday
2023-09-21,152,32,0.0,18.1,0.0,Thursday
2023-09-22,22,31,0.0,18.4,0.0,Friday
2023-09-23,68,25,0.0,17.7,0.0,Saturday
2023-09-24,122,27,0.0,17.8,0.0,Sunday
2023-09-25,177,35,0.0,19.8,0.0,Monday
2023-09-26,89,37,0.0,18.3,0.0,Tuesday
2023-09-27,96,42,0.0,17.5,0.0,Wednesday
2023-09-28,69,33,0.9,17.0,0.0,Thursday
2023-09-29,47,21,0.2,17.6,0.0,Friday
2023-09-30,178,38,0.0,19.1,0.0,Saturday
2023-10-01,54,24,0.0,19.9,0.0,Sunday
2023-10-02,83,29,0.0,21.1,0.0,Monday
2023-10-03,55,37,0.0,22.7,0.0,Tuesday
2023-10-04,37,26,0.0,22.6,0.0,Wednesday
2023-10-05,20,34,12.3,21.0,0.0,Thursday
2023-10-06,47,26,6.1,17.7,0.0,Friday
2023-10-07,87,38,0.0,12.5,0.0,Saturday
2023-10-08,86,31,1.5,9.5,0.0,Sunday
2023-10-09,61,28,0.0,9.3,0.0,Monday
2023-10-10,24,23,2.8,10.3,0.0,Tuesday
2023-10-11,43,37,0.0,11.0,0.0,Wednesday
2023-10-12,83,31,0.0,11.7,0.0,Thursday
2023-10-13,60,34,0.0,10.6,0.0,Friday
2023-10-14,55,29,0.0,11.5,0.0,Saturday
2023-10-15,98,24,0.0,9.6,0.0,Sunday
2023-10-16,21,21,0.0,10.5,0.0,Monday
2023-10-17,168,36,0.0,11.5,0.0,Tuesday
2023-10-18,76,21,0.0,11.8,0.0,Wednesday
2023-10-19,39,18,0.2,13.4,0.0,Thursday
2023-10-20,76,33,5.7,12.5,0.0,Friday
2023-10-21,87,45,0.0,9.4,0.0,Saturday
2023-10-22,139,26,0.0,7.3,0.0,Sunday
2023-10-23,56,28,0.0,7.1,0.0,Monday
2023-10-24,62,32,0.0,13.8,0.0,Tuesday
2023-10-25,70,34,1.1,17.2,0.0,Wednesday
2023-10-26,119,48,8.0,16.2,0.0,Thursday
2023-10-27,86,34,0.0,19.1,0.0,Friday
2023-10-28,94,36,0.0,12.7,0.0,Saturday
2023-10-29,172,40,1.9,5.8,0.0,Sunday
2023-10-30,80,49,2.2,4.4,0.0,Monday
2023-10-31,77,44,0.0,3.5,0.0,Tuesday
2023-11-01,98,42,0.0,2.8,0.0,Wednesday
2023-11-02,46,27,0.0,6.0,0.0,Thursday
2023-11-03,62,43,0.0,11.1,0.0,Friday
2023-11-04,43,23,2.0,9.8,0.0,Saturday
2023-11-05,89,21,0.0,7.2,0.0,Sunday
2023-11-06,83,37,4.7,10.3,0.0,Monday
2023-11-07,63,40,,,0.0,Tuesday
2023-11-08,90,37,15.3,1.7,0.0,Wednesday
2023-11-09,75,33,1.1,7.7,0.0,Thursday
2023-11-10,113,42,0.0,7.5,0.0,Friday
2023-11-11,22,24,0.0,3.2,0.0,Saturday
2023-11-12,96,35,0.0,2.5,0.0,Sunday
2023-11-13,65,34,0.0,9.0,0.0,Monday
2023-11-14,113,43,0.0,7.1,0.0,Tuesday
2023-11-15,118,38,0.0,8.5,0.0,Wednesday
2023-11-16,101,40,0.0,8.5,0.0,Thursday
2023-11-17,77,35,0.5,7.9,0.0,Friday
2023-11-18,30,34,0.0,4.5,0.0,Saturday
2023-11-19,42,26,0.0,3.2,0.0,Sunday
2023-11-20,98,43,0.0,-0.2,0.0,Monday
2023-11-21,76,53,16.6,4.2,0.0,Tuesday
2023-11-22,35,35,2.8,5.1,0.0,Wednesday
2023-11-23,46,26,0.0,4.1,0.0,Thursday
2023-11-24,35,22,0.0,-0.3,0.0,Friday
2023-11-25,38,28,0.0,0.9,0.0,Saturday
2023-11-26,67,37,9.1,4.2,0.0,Sunday
2023-11-27,66,34,0.0,0.8,0.0,Monday
2023-11-28,71,48,0.0,-1.9,0.0,Tuesday
2023-11-29,62,27,0.0,-1.3,0.0,Wednesday
2023-11-30,39,36,0.0,5.1,0.0,Thursday
2023-12-01,89,55,9.0,5.5,0.0,Friday
2023-12-02,81,33,2.8,3.2,0.0,Saturday
2023-12-03,66,29,2.1,2.6,0.0,Sunday
2023-12-04,23,27,0.0,2.8,0.0,Monday
2023-12-05,44,37,0.1,1.7,0.0,Tuesday
2023-12-06,149,46,0.0,-0.2,0.0,Wednesday
2023-12-07,51,29,3.9,3.0,1.0,Thursday
2023-12-08,91,38,0.0,5.9,1.0,Friday
2023-12-09,82,33,9.1,10.3,1.0,Saturday
2023-12-10,80,26,0.7,6.8,1.0,Sunday
2023-12-11,161,36,0.0,1.8,1.0,Monday
2023-12-12,114,35,0.0,2.7,1.0,Tuesday
2023-12-13,139,48,0.0,1.1,1.0,Wednesday
2023-12-14,25,24,0.0,1.9,1.0,Thursday
2023-12-15,24,17,0.0,8.5,1.0,Friday
2023-12-16,31,26,0.2,5.8,1.0,Saturday
2023-12-17,316,23,12.0,7.2,1.0,Sunday
2023-12-18,88,33,1.8,2.7,1.0,Monday
2023-12-19,82,34,0.3,-2.0,1.0,Tuesday
2023-12-20,51,39,0.0,1.7,1.0,Wednesday
2023-12-21,104,41,0.0,-0.3,1.0,Thursday
2023-12-22,19,28,0.0,-1.6,0.0,Friday
2023-12-23,35,34,7.5,2.8,0.0,Saturday
2023-12-24,89,30,0.0,4.5,0.0,Sunday
2023-12-25,77,34,0.0,5.3,0.0,Monday
2023-12-26,34,34,0.9,6.7,1.0,Tuesday
2023-12-27,74,37,16.4,7.8,1.0,Wednesday
2023-12-28,19,34,3.3,7.0,1.0,Thursday
2023-12-29,125,45,4.5,4.9,0.0,Friday
2023-12-30,62,34,0.0,1.2,0.0,Saturday
2023-12-31,170,51,2.3,0.3,0.0,Sunday
2024-01-01,89,29,0.1,-1.9,2.0,Monday
2024-01-02,187,44,0.0,0.0,0.0,Tuesday
2024-01-03,73,30,0.0,1.9,0.0,Wednesday
2024-01-04,91,49,0.0,-2.1,0.0,Thursday
2024-01-05,115,33,0.0,-0.9,0.0,Friday
2024-01-06,93,33,5.0,-0.7,0.0,Saturday
2024-01-07,85,25,0.1,-1.7,5.0,Sunday
2024-01-08,41,32,0.0,2.2,4.0,Monday
2024-01-09,84,41,31.2,3.8,1.0,Tuesday
2024-01-10,62,36,0.0,3.7,1.0,Wednesday
2024-01-11,44,28,3.3,1.7,1.0,Thursday
2024-01-12,60,33,11.8,1.9,1.0,Friday
2024-01-13,85,38,3.3,1.9,1.0,Saturday
2024-01-14,196,38,0.1,-6.8,0.0,Sunday
2024-01-15,53,37,0.0,-9.8,1.0,Monday
2024-01-16,105,41,0.9,-8.6,1.0,Tuesday
2024-01-17,66,32,0.0,-10.8,1.0,Wednesday
2024-01-18,103,36,0.0,-5.2,2.0,Thursday
2024-01-19,95,49,0.0,-9.4,1.0,Friday
2024-01-20,66,29,0.0,-10.5,2.0,Saturday
2024-01-21,61,30,0.0,-6.0,2.0,Sunday
2024-01-22,51,35,0.7,-3.0,2.0,Monday
2024-01-23,71,46,8.1,1.1,2.0,Tuesday
2024-01-24,147,44,7.2,1.9,2.0,Wednesday
2024-01-25,180,42,0.0,3.0,0.0,Thursday
2024-01-26,119,53,17.6,4.1,0.0,Friday
2024-01-27,82,36,0.0,2.8,0.0,Saturday
2024-01-28,115,37,0.2,2.7,0.0,Sunday
2024-01-29,188,52,0.0,1.8,0.0,Monday
2024-01-30,67,38,0.0,2.0,0.0,Tuesday
2024-01-31,188,56,0.0,4.0,0.0,Wednesday
2024-02-01,84,33,0.0,4.1,0.0,Thursday
2024-02-02,99,33,0.0,1.7,0.0,Friday
2024-02-03,135,30,0.0,0.2,0.0,Saturday
2024-02-04,75,21,0.0,0.5,0.0,Sunday
2024-02-05,65,33,0.0,1.3,0.0,Monday
2024-02-06,63,50,0.0,1.4,0.0,Tuesday
2024-02-07,25,36,0.0,2.5,0.0,Wednesday
2024-02-08,146,46,0.0,5.0,0.0,Thursday
2024-02-09,53,29,0.8,11.0,0.0,Friday
2024-02-10,82,33,0.0,7.6,0.0,Saturday
2024-02-11,150,39,0.0,2.9,0.0,Sunday
2024-02-12,97,36,0.0,1.8,0.0,Monday
2024-02-13,85,57,0.1,-0.2,0.0,Tuesday
2024-02-14,136,55,0.0,-3.4,0.0,Wednesday
2024-02-15,99,44,6.4,-1.2,0.0,Thursday
2024-02-16,127,39,0.0,-1.4,8.0,Friday
2024-02-17,110,35,0.1,-4.7,5.0,Saturday
2024-02-18,57,29,0.1,-2.4,4.0,Sunday
2024-02-19,30,23,0.0,-5.1,3.0,Monday
2024-02-20,149,42,0.0,-0.4,3.0,Tuesday
2024-02-21,92,43,0.0,5.3,0.0,Wednesday
2024-02-22,149,37,0.0,7.6,0.0,Thursday
2024-02-23,63,37,0.0,1.9,0.0,Friday
2024-02-24,86,35,0.0,-7.8,0.0,Saturday
2024-02-25,83,27,0.0,0.8,0.0,Sunday
2024-02-26,67,43,0.0,5.2,0.0,Monday
2024-02-27,73,39,17.9,8.2,0.0,Tuesday
2024-02-28,114,38,7.3,5.3,0.0,Wednesday
2024-02-29,225,51,0.0,-3.5,0.0,Thursday
2024-03-01,633,50,0.0,2.8,0.0,Friday
2024-03-02,25,16,0.3,6.1,0.0,Saturday
2024-03-03,90,27,0.0,6.4,0.0,Sunday
2024-03-04,116,45,0.0,9.6,0.0,Monday
2024-03-05,105,37,1.2,12.0,0.0,Tuesday
2024-03-06,117,51,0.1,6.6,0.0,Wednesday
2024-03-07,111,32,0.0,6.4,0.0,Thursday
2024-03-08,82,32,0.7,6.1,0.0,Friday
2024-03-09,110,35,13.8,6.5,0.0,Saturday
2024-03-10,27,28,0.1,1.7,0.0,Sunday
2024-03-11,70,27,0.0,3.8,0.0,Monday
2024-03-12,79,40,0.0,8.3,0.0,Tuesday
2024-03-13,63,33,0.0,13.5,0.0,Wednesday
2024-03-14,87,36,17.1,8.5,0.0,Thursday
2024-03-15,94,41,0.0,7.0,0.0,Friday
2024-03-16,139,49,1.8,5.2,0.0,Saturday
2024-03-17,103,36,0.0,3.6,0.0,Sunday
2024-03-18,49,45,0.2,0.9,0.0,Monday
2024-03-19,125,43,2.0,0.6,0.0,Tuesday
2024-03-20,157,49,0.9,-0.9,0.0,Wednesday
2024-03-21,172,61,0.0,-2.8,0.0,Thursday
2024-03-22,109,44,9.9,-3.9,0.0,Friday
2024-03-23,137,38,0.1,-1.9,10.0,Saturday
2024-03-24,116,41,0.0,-2.4,2.0,Sunday
2024-03-25,82,40,0.0,4.0,2.0,Monday
2024-03-26,92,41,4.7,7.6,2.0,Tuesday
2024-03-27,96,37,0.4,7.2,2.0,Wednesday
2024-03-28,96,49,0.0,5.3,2.0,Thursday
2024-03-29,68,28,0.0,4.4,2.0,Friday
2024-03-30,39,29,0.0,3.3,2.0,Saturday
2024-03-31,23,26,0.0,5.3,2.0,Sunday
2024-04-01,89,32,0.0,7.4,0.0,Monday
2024-04-02,80,45,7.6,6.5,0.0,Tuesday
2024-04-03,122,43,56.6,3.7,0.0,Wednesday
2024-04-04,156,68,2.7,2.5,0.0,Thursday
2024-04-05,46,36,0.0,4.1,0.0,Friday
2024-04-06,55,26,0.0,8.7,0.0,Saturday
2024-04-07,58,32,0.0,10.0,0.0,Sunday
2024-04-08,66,37,0.0,9.6,0.0,Monday
2024-04-09,141,55,0.0,11.7,0.0,Tuesday
2024-04-10,181,49,0.0,14.4,0.0,Wednesday
2024-04-11,70,42,26.5,11.2,0.0,Thursday
2024-04-12,152,50,13.4,9.2,0.0,Friday
2024-04-13,53,50,1.2,8.3,0.0,Saturday
2024-04-14,24,26,6.1,11.4,0.0,Sunday
2024-04-15,142,35,0.0,12.3,0.0,Monday
2024-04-16,83,50,0.0,11.6,0.0,Tuesday
2024-04-17,235,52,18.0,8.0,0.0,Wednesday
2024-04-18,124,55,0.0,10.6,0.0,Thursday
2024-04-19,82,41,1.4,11.2,0.0,Friday
2024-04-20,119,36,0.4,6.8,0.0,Saturday
2024-04-21,44,31,0.0,7.6,0.0,Sunday
2024-04-22,195,38,0.0,7.1,0.0,Monday
2024-04-23,156,41,1.2,11.6,0.0,Tuesday
2024-04-24,93,43,0.0,6.7,0.0,Wednesday
2024-04-25,75,32,0.0,4.5,0.0,Thursday
2024-04-26,304,34,0.0,7.6,0.0,Friday
2024-04-27,30,22,3.8,11.4,0.0,Saturday
2024-04-28,33,21,3.7,16.5,0.0,Sunday
2024-04-29,150,44,8.9,11.3,0.0,Monday
2024-04-30,89,54,1.8,12.4,0.0,Tuesday
2024-05-01,97,48,0.0,12.5,0.0,Wednesday
2024-05-02,72,49,0.0,15.6,0.0,Thursday
2024-05-03,97,46,2.4,13.9,0.0,Friday
2024-05-04,174,49,0.0,16.5,0.0,Saturday
2024-05-05,79,28,2.7,14.8,0.0,Sunday
2024-05-06,86,39,0.0,14.9,0.0,Monday
2024-05-07,99,38,6.9,14.3,0.0,Tuesday
2024-05-08,240,56,1.3,16.1,0.0,Wednesday
2024-05-09,94,47,0.0,12.9,0.0,Thursday
2024-05-10,87,28,0.0,14.3,0.0,Friday
2024-05-11,105,36,1.9,12.4,0.0,Saturday
2024-05-12,86,32,0.0,14.0,0.0,Sunday
2024-05-13,845,57,0.4,16.6,0.0,Monday
2024-05-14,85,54,0.2,17.9,0.0,Tuesday
2024-05-15,106,45,0.0,17.2,0.0,Wednesday
2024-05-16,147,39,0.0,17.2,0.0,Thursday
2024-05-17,102,40,3.5,17.5,0.0,Friday
2024-05-18,147,39,0.3,17.8,0.0,Saturday
2024-05-19,97,24,0.0,18.6,0.0,Sunday
2024-05-20,37,20,0.0,21.3,0.0,Monday
2024-05-21,57,34,0.0,24.3,0.0,Tuesday
2024-05-22,93,36,0.3,23.2,0.0,Wednesday
2024-05-23,213,40,0.0,21.0,0.0,Thursday
2024-05-24,84,43,0.0,20.9,0.0,Friday
2024-05-25,97,43,7.4,16.2,0.0,Saturday
2024-05-26,87,30,3.3,17.3,0.0,Sunday
2024-05-27,48,36,28.4,19.8,0.0,Monday
2024-05-28,95,45,2.9,16.9,0.0,Tuesday
2024-05-29,74,41,0.1,16.9,0.0,Wednesday
2024-05-30,100,32,0.0,15.0,0.0,Thursday
2024-05-31,148,47,0.0,16.0,0.0,Friday
2024-06-01,89,30,0.0,18.1,0.0,Saturday
2024-06-02,70,43,3.0,16.5,0.0,Sunday
2024-06-03,55,31,0.2,19.5,0.0,Monday
2024-06-04,106,32,0.0,21.6,0.0,Tuesday
2024-06-05,51,36,1.5,22.4,0.0,Wednesday
2024-06-06,102,40,1.1,21.9,0.0,Thursday
2024-06-07,97,36,6.5,16.9,0.0,Friday
2024-06-08,108,34,3.6,17.4,0.0,Saturday
2024-06-09,44,31,0.9,15.5,0.0,Sunday
2024-06-10,47,42,0.0,14.7,0.0,Monday
2024-06-11,80,28,0.0,14.3,0.0,Tuesday
2024-06-12,93,26,0.0,17.1,0.0,Wednesday
2024-06-13,35,25,1.8,22.3,0.0,Thursday
2024-06-14,194,32,0.0,20.0,0.0,Friday
2024-06-15,37,31,0.0,18.4,0.0,Saturday
2024-06-16,38,24,0.0,18.0,0.0,Sunday
2024-06-17,21,19,0.0,22.3,0.0,Monday
2024-06-18,59,35,10.0,26.3,0.0,Tuesday
2024-06-19,54,40,0.0,27.9,0.0,Wednesday
2024-06-20,83,45,25.8,25.9,0.0,Thursday
2024-06-21,43,26,2.4,22.4,0.0,Friday
2024-06-22,67,27,0.9,21.5,0.0,Saturday
2024-06-23,191,30,0.4,23.4,0.0,Sunday
2024-06-24,47,31,0.0,23.5,0.0,Monday
2024-06-25,92,46,0.0,21.8,0.0,Tuesday
2024-06-26,138,42,3.8,23.1,0.0,Wednesday
2024-06-27,72,43,0.0,18.7,0.0,Thursday
2024-06-28,58,27,0.1,17.5,0.0,Friday
2024-06-29,34,27,17.9,22.8,0.0,Saturday
2024-06-30,72,41,0.0,18.8,0.0,Sunday
2024-07-01,23,25,0.0,17.9,0.0,Monday
2024-07-02,28,26,0.0,19.5,0.0,Tuesday
2024-07-03,47,31,0.0,24.0,0.0,Wednesday
2024-07-04,78,33,0.0,24.9,0.0,Thursday
2024-07-05,72,24,1.2,24.2,0.0,Friday
2024-07-06,52,28,1.8,23.9,0.0,Saturday
2024-07-07,50,32,0.0,23.3,0.0,Sunday
2024-07-08,46,24,0.0,24.5,0.0,Monday
2024-07-09,144,34,0.0,25.1,0.0,Tuesday
2024-07-10,141,44,44.7,21.6,0.0,Wednesday
2024-07-11,113,34,1.4,22.4,0.0,Thursday
2024-07-12,91,34,6.2,23.5,0.0,Friday
2024-07-13,64,36,0.0,23.3,0.0,Saturday
2024-07-14,82,35,2.1,24.4,0.0,Sunday
2024-07-15,52,37,29.9,22.9,0.0,Monday
2024-07-16,129,45,83.6,24.1,0.0,Tuesday
2024-07-17,23,31,0.0,23.0,0.0,Wednesday
2024-07-18,168,35,0.0,19.3,0.0,Thursday
2024-07-19,55,28,0.0,19.1,0.0,Friday
2024-07-20,36,24,0.0,21.4,0.0,Saturday
2024-07-21,66,33,0.0,23.6,0.0,Sunday
2024-07-22,19,39,0.0,22.8,0.0,Monday
2024-07-23,101,36,,,0.0,Tuesday
2024-07-24,93,38,25.3,22.1,0.0,Wednesday
2024-07-25,120,45,0.0,21.0,0.0,Thursday
2024-07-26,71,32,0.0,21.2,0.0,Friday
2024-07-27,62,37,0.0,22.3,0.0,Saturday
2024-07-28,64,26,,,0.0,Sunday
2024-07-29,114,37,0.0,24.3,0.0,Monday
2024-07-30,80,43,0.0,25.9,0.0,Tuesday
2024-07-31,88,31,2.8,27.6,0.0,Wednesday
2024-08-01,99,37,0.1,26.3,0.0,Thursday
2024-08-02,99,50,0.0,26.0,0.0,Friday
2024-08-03,146,44,0.0,25.0,0.0,Saturday
2024-08-04,116,28,0.0,24.9,0.0,Sunday
2024-08-05,56,29,40.5,22.7,0.0,Monday
2024-08-06,162,38,1.3,19.4,0.0,Tuesday
2024-08-07,112,42,0.0,20.6,0.0,Wednesday
2024-08-08,68,42,0.0,22.1,0.0,Thursday
2024-08-09,232,49,6.1,23.0,0.0,Friday
2024-08-10,70,28,0.0,20.7,0.0,Saturday
2024-08-11,68,20,0.3,19.4,0.0,Sunday
2024-08-12,110,39,0.0,20.1,0.0,Monday
2024-08-13,88,45,0.0,21.4,0.0,Tuesday
2024-08-14,121,46,0.0,22.3,0.0,Wednesday
2024-08-15,61,38,0.0,22.8,0.0,Thursday
2024-08-16,140,39,3.8,22.4,0.0,Friday
2024-08-17,85,31,3.5,23.4,0.0,Saturday
2024-08-18,53,18,1.5,22.4,0.0,Sunday
2024-08-19,115,41,0.0,16.0,0.0,Monday
2024-08-20,78,33,0.0,16.5,0.0,Tuesday
2024-08-21,58,43,0.0,16.6,0.0,Wednesday
2024-08-22,131,43,0.0,18.4,0.0,Thursday
2024-08-23,170,47,0.0,19.9,0.0,Friday
2024-08-24,103,34,0.0,20.6,0.0,Saturday
2024-08-25,95,34,0.0,22.4,0.0,Sunday
2024-08-26,88,44,0.0,23.8,0.0,Monday
2024-08-27,76,45,0.0,26.7,0.0,Tuesday
2024-08-28,133,38,0.0,21.3,0.0,Wednesday
2024-08-29,61,37,0.0,19.7,0.0,Thursday
2024-08-30,88,37,3.3,22.2,0.0,Friday
2024-08-31,81,49,5.7,23.4,0.0,Saturday
2024-09-01,130,29,0.0,20.8,0.0,Sunday
2024-09-02,49,30,0.0,16.6,0.0,Monday
2024-09-03,65,42,0.0,17.0,0.0,Tuesday
2024-09-04,60,32,0.0,19.0,0.0,Wednesday
2024-09-05,117,40,0.0,20.7,0.0,Thursday
2024-09-06,63,32,4.1,18.4,0.0,Friday
2024-09-07,63,36,3.2,12.7,0.0,Saturday
2024-09-08,67,24,0.0,14.0,0.0,Sunday
2024-09-09,85,43,2.1,17.3,0.0,Monday
2024-09-10,75,32,,,0.0,Tuesday
2024-09-11,91,39,0.0,18.3,0.0,Wednesday
2024-09-12,114,38,0.0,19.6,0.0,Thursday
2024-09-13,98,46,0.0,20.3,0.0,Friday
2024-09-14,77,30,0.0,20.9,0.0,Saturday
2024-09-15,51,31,0.0,23.1,0.0,Sunday
2024-09-16,79,39,0.0,23.2,0.0,Monday
2024-09-17,160,44,0.0,21.5,0.0,Tuesday
2024-09-18,103,40,0.0,20.3,0.0,Wednesday
2024-09-19,187,41,0.0,21.4,0.0,Thursday
2024-09-20,185,40,0.0,20.6,0.0,Friday
2024-09-21,41,29,8.6,21.3,0.0,Saturday
2024-09-22,73,26,0.2,20.8,0.0,Sunday
2024-09-23,108,45,19.9,19.3,0.0,Monday
2024-09-24,65,45,16.0,18.3,0.0,Tuesday
2024-09-25,117,46,3.4,20.0,0.0,Wednesday
2024-09-26,85,40,0.0,20.8,0.0,Thursday
2024-09-27,140,50,0.0,18.7,0.0,Friday
2024-09-28,61,38,0.1,20.5,0.0,Saturday
2024-09-29,66,31,0.0,20.1,0.0,Sunday
2024-09-30,214,35,0.0,19.7,0.0,Monday
2024-10-01,87,36,5.4,16.9,0.0,Tuesday
2024-10-02,77,25,0.2,14.6,0.0,Wednesday
2024-10-03,79,39,0.0,16.2,0.0,Thursday
2024-10-04,88,33,0.3,17.0,0.0,Friday
2024-10-05,91,48,0.0,14.4,0.0,Saturday
2024-10-06,158,53,0.6,18.9,0.0,Sunday
2024-10-07,39,42,1.3,13.3,0.0,Monday
2024-10-08,96,43,3.0,10.8,0.0,Tuesday
2024-10-09,80,46,0.2,10.2,0.0,Wednesday
2024-10-10,179,48,0.0,9.6,0.0,Thursday
2024-10-11,114,52,0.0,14.1,0.0,Friday
2024-10-12,43,36,0.0,13.1,0.0,Saturday
2024-10-13,68,21,0.3,10.9,0.0,Sunday
2024-10-14,93,34,0.0,8.3,0.0,Monday
2024-10-15,124,37,0.0,7.4,0.0,Tuesday
2024-10-16,109,46,0.0,7.6,0.0,Wednesday
2024-10-17,61,35,0.0,8.6,0.0,Thursday
2024-10-18,106,47,0.0,11.3,0.0,Friday
2024-10-19,57,38,0.0,12.4,0.0,Saturday
2024-10-20,141,23,0.0,15.2,0.0,Sunday
2024-10-21,109,42,0.0,17.9,0.0,Monday
2024-10-22,107,31,0.0,17.9,0.0,Tuesday
2024-10-23,84,32,0.0,15.7,0.0,Wednesday
2024-10-24,97,32,0.0,9.4,0.0,Thursday
2024-10-25,68,42,0.1,9.6,0.0,Friday
2024-10-26,47,30,0.0,8.5,0.0,Saturday
2024-10-27,67,20,0.0,7.4,0.0,Sunday
2024-10-28,130,42,0.0,7.9,0.0,Monday
2024-10-29,105,42,9.9,11.3,0.0,Tuesday
2024-10-30,48,26,0.0,18.1,0.0,Wednesday
2024-10-31,110,46,0.3,18.3,0.0,Thursday
2024-11-01,137,52,0.0,10.5,0.0,Friday
2024-11-02,43,31,0.0,5.3,0.0,Saturday
2024-11-03,74,33,0.0,7.2,0.0,Sunday
2024-11-04,198,41,0.1,13.5,0.0,Monday
2024-11-05,47,30,0.0,19.1,0.0,Tuesday
2024-11-06,66,39,0.5,16.7,0.0,Wednesday
2024-11-07,92,38,0.0,11.6,0.0,Thursday
2024-11-08,57,35,0.0,9.2,0.0,Friday
2024-11-09,111,37,0.0,5.9,0.0,Saturday
2024-11-10,31,30,8.8,10.4,0.0,Sunday
2024-11-11,111,32,2.2,8.6,0.0,Monday
2024-11-12,146,49,0.0,4.5,0.0,Tuesday
2024-11-13,45,39,0.0,4.5,0.0,Wednesday
2024-11-14,82,35,1.6,8.0,0.0,Thursday
2024-11-15,100,36,0.0,7.7,0.0,Friday
2024-11-16,58,43,0.0,7.0,0.0,Saturday
2024-11-17,144,43,0.0,7.5,0.0,Sunday
2024-11-18,28,36,0.0,10.6,0.0,Monday
2024-11-19,83,32,0.9,8.6,0.0,Tuesday
2024-11-20,148,50,19.8,7.7,0.0,Wednesday
2024-11-21,112,35,0.7,4.6,0.0,Thursday
2024-11-22,96,38,1.3,6.3,0.0,Friday
2024-11-23,37,31,0.0,6.3,0.0,Saturday
2024-11-24,69,22,0.0,5.1,0.0,Sunday
2024-11-25,85,36,1.4,4.2,0.0,Monday
2024-11-26,61,38,5.4,5.6,0.0,Tuesday
2024-11-27,121,35,0.0,3.1,0.0,Wednesday
2024-11-28,107,47,0.2,4.2,0.0,Thursday
2024-11-29,187,40,0.0,0.5,0.0,Friday
2024-11-30,178,46,0.0,-1.0,0.0,Saturday
2024-12-01,58,32,0.0,-0.4,2.0,Sunday
2024-12-02,140,46,0.0,-0.1,2.0,Monday
2024-12-03,119,39,0.0,0.3,2.0,Tuesday
2024-12-04,200,49,3.6,0.8,2.0,Wednesday
2024-12-05,146,52,0.2,-1.7,2.0,Thursday
2024-12-06,121,41,0.0,-3.7,2.0,Friday
2024-12-07,104,34,2.1,1.6,0.0,Saturday
2024-12-08,132,26,0.0,5.7,0.0,Sunday
2024-12-09,128,45,3.2,2.3,0.0,Monday
2024-12-10,67,50,5.7,6.8,0.0,Tuesday
2024-12-11,102,35,0.4,3.4,0.0,Wednesday
2024-12-12,58,42,0.0,-3.6,0.0,Thursday
2024-12-13,131,42,0.0,-4.9,0.0,Friday
2024-12-14,167,36,0.0,-3.4,0.0,Saturday
2024-12-15,33,38,1.0,1.8,0.0,Sunday
2024-12-16,59,34,13.2,6.4,0.0,Monday
2024-12-17,117,27,0.0,6.6,0.0,Tuesday
2024-12-18,50,25,0.8,2.9,0.0,Wednesday
2024-12-19,176,54,0.0,-0.4,0.0,Thursday
2024-12-20,118,40,2.3,-3.5,0.0,Friday
2024-12-21,86,37,0.1,-10.0,3.0,Saturday
2024-12-22,59,36,0.0,-11.6,2.0,Sunday
2024-12-23,156,40,9.2,-2.8,3.0,Monday
2024-12-24,42,40,0.2,0.4,7.0,Tuesday
2024-12-25,65,24,0.1,-1.0,6.0,Wednesday
2024-12-26,36,37,0.0,-0.1,6.0,Thursday
2024-12-27,34,34,0.2,1.6,6.0,Friday
2024-12-28,34,39,0.9,6.5,1.0,Saturday
2024-12-29,343,36,23.2,8.1,1.0,Sunday
2024-12-30,91,55,2.3,5.9,1.0,Monday
2024-12-31,76,51,2.9,2.9,1.0,Tuesday
2025-01-01,64,28,0.7,2.3,1.0,Wednesday
2025-01-02,127,41,0.1,-0.4,1.0,Thursday
2025-01-03,185,38,0.0,-1.7,1.0,Friday
2025-01-04,16,16,0.0,-3.7,1.0,Saturday
2025-01-05,67,29,0.0,-2.6,1.0,Sunday
2025-01-06,99,40,0.0,-5.8,1.0,Monday
2025-01-07,85,42,0.0,-5.8,1.0,Tuesday
2025-01-08,98,29,0.0,-8.9,1.0,Wednesday
2025-01-09,70,37,0.0,-7.5,1.0,Thursday
2025-01-10,72,25,4.1,-5.5,1.0,Friday
2025-01-11,83,30,1.8,-1.8,6.0,Saturday
2025-01-12,78,27,0.4,0.3,3.0,Sunday
2025-01-13,90,42,0.2,-2.3,4.0,Monday
2025-01-14,90,45,0.0,-5.9,4.0,Tuesday
2025-01-15,69,29,0.0,-5.7,5.0,Wednesday
2025-01-16,90,41,1.1,-3.7,4.0,Thursday
2025-01-17,152,35,0.4,1.1,6.0,Friday
2025-01-18,51,30,3.3,-0.2,5.0,Saturday
